rentrak_title_id,title_name,year,week,studio,genre,screen_number,sequel,gbo,opening,lead_actor,supporting_actor,producer,director,synopsis
809367,Captain America: The First Avenger,2011,30,Paramount,Action,3715,0,176654505,65058524,"Chris Evans,Hugo Weaving","Neal McDonough,Kenneth Choi,Natalie Dormer,Samuel L. Jackson,Derek Luke,Stan Lee,David Bradley,Richard Armitage,Hayley Atwell,Toby Jones,JJ Feild,Bruno Ricci,Tommy Lee Jones,Stanley Tucci,Sebastian Stan,Dominic Cooper",Amir Madani/Kevin Feige,Joe Johnston," Captain America: The First Avenger will focus on the early days of the Marvel Universe when Steve Rogers (Chris Evans) volunteers to participate in an experimental program that turns him into the Super Soldier known as Captain America. As Captain America, Rogers joins forces with Bucky Barnes (Sebastian Stan) and Peggy Carter (Hayley Atwell) to wage war on the evil HYDRA organization, led by the villainous Red Skull (Hugo Weaving.) -- (C) Paramountmore "
815002,Friends with Benefits,2011,30,Sony,Comedy,2926,0,55802754,18622150,"Justin Timberlake,Mila Kunis","Richard Jenkins,Woody Harrelson,Jenna Elfman,Patricia Clarkson",Will Gluck,Will Gluck," Dylan (Justin Timberlake) and Jamie (Mila Kunis) think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications. -- (C) Sonymore "
811961,Cowboys & Aliens,2011,31,Universal,Action,3750,0,100240551,36431290,"Daniel Craig,Harrison Ford","Sam Rockwell,Olivia Wilde,Walton Goggins,Paul Dano",Bobby Cohen/Brian Grazer/Ron Howard/Ryan Kavanaugh/Alex Kurtzman/Damon Lindelof/Roberto Orci/Scott Mitchell Rosenberg/ Steven Spielberg/ Denis L. Stewart,Jon Favreau," 1875. New Mexico Territory. A stranger (Craig) with no memory of his past stumbles into the hard desert town of Absolution. What he discovers is that the people of Absolution don't welcome strangers, and nobody makes a move on its streets unless ordered to do so by the iron-fisted Colonel Dolarhyde (Ford). It's a town that lives in fear. But Absolution is about to experience fear it can scarcely comprehend as the desolate city is attacked by marauders from the sky. Now, the stranger they rejected is their only hope for salvation. As this gunslinger slowly starts to remember who he is and where he's been, he realizes he holds a secret that could give the town a fighting chance against the alien force. -- (C) Official Sitemore "
809656,The Smurfs,2011,31,Sony,Animation,3395,0,142614158,35611637,"Hank Azaria,Jonathan Winters,Katy Perry","Neil Patrick Harris,Sofia Vergara,Jeff Foxworthy,George Lopez,Fred Armisen,Anton Yelchin,Alan Cumming,Jayma Mays",Jordan Kerner,Raja Gosnell," The Smurfs make their first 3D trip to the big screen in Columbia Pictures'/Sony Pictures Animation's hybrid live-action and animated family comedy, The Smurfs. When the evil wizard Gargamel chases the Smurfs out of their village, they're forced through a portal, out of their world and into ours, landing in the middle of New York's Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down. -- (C) Sony Picturesmore "
814469,"Crazy, Stupid, Love.",2011,31,WB,Comedy,3020,0,84351197,19104303,"Ryan Gosling,Steve Carell","Jonah Bobo,John Carroll Lynch,Joey King,Julianne Moore,Emma Stone,Josh Groban,Marisa Tomei,Kevin Bacon,Analeigh Tipton,Liza Lapira",Denise Di Novi/Steve Carell,Glenn Ficarra/John Requa," At fortysomething, straight-laced Cal Weaver (Steve Carell) is living the dream-good job, nice house, great kids and marriage to his high school sweetheart. But when Cal learns that his wife, Emily (Julianne Moore), has cheated on him and wants a divorce, his ""perfect"" life quickly unravels. Worse, in today's single world, Cal, who hasn't dated in decades, stands out as the epitome of un-smooth. Now spending his free evenings sulking alone at a local bar, the hapless Cal is taken on as wingman and protÃ©gÃ© to handsome, thirtysomething player Jacob Palmer (Ryan Gosling). -- (C) Warner Brosmore "
812683,Rise of the Planet of the Apes,2011,32,Fox,Action,3648,0,176760185,54806191,"Andy Serkis,Freida Pinto,James Franco","Christopher Gordon,David Oyelowo,Karin Konoval,Chelah Horsdal,Richard Ridings,David Hewlett,Terry Notary,Tom Felton,Brian Cox,Jay Caputo,John Lithgow,Jamie Harris,Devyn Dalton,Tyler Labine",Amanda Silver/Dylan Clark/Peter Chernin/Rick Jaffa,Rupert Wyatt," A single act of both compassion and arrogance leads to a war unlike any other -- and to the Rise of the Planet of the Apes. The Oscar-winning visual effects team that brought to life the worlds of Avatar and Lord of the Rings is breaking new ground, creating a CGI ape that delivers a dramatic performance of unprecedented emotion and intelligence, and epic battles on which rest the upended destinies of man and primate. -- (C) Official Sitemore "
812207,The Change-Up,2011,32,Universal,Comedy,2913,0,37081475,13531115,"Jason Bateman,Ryan Reynolds","Alan Arkin,Mircea Monroe,Olivia Wilde,Leslie Mann",David Dobkin/Neal H. Moritz,David Dobkin," Growing up together, Mitch (Ryan Reynolds) and Dave (Jason Bateman) were inseparable best friends, but as the years have passed they've slowly drifted apart. While Dave is an overworked lawyer, husband and father of three, Mitch has remained a single, quasi-employed man-child who has never met a responsibility he liked. Following a drunken night out together, Mitch and Dave's worlds are turned upside down when they wake up in each other's bodies and proceed to freak the &*#@ out. Despite the freedom from their normal routines and habits, the guys soon discover that each other's lives are nowhere near as rosy as they once seemed. -- (C) Universal Picturesmore "
814229,The Help,2011,33,Disney,Drama,2534,0,169708112,26044590,"Emma Stone,Octavia Spencer,Viola Davis","Bryce Dallas Howard,Chris Lowell,Ahna OReilly,Allison Janney,Mike Vogel,Sissy Spacek,Aunjanue Ellis,Jessica Chastain",Brunson Green/Chris Columbus/Mark Radcliffe/Michael Barnathan,Tate Taylor," The Help stars Emma Stone as Skeeter, Viola Davis as Aibileen and Octavia Spencer as Minny-three very different, extraordinary women in Mississippi during the 1960s, who build an unlikely friendship around a secret writing project that breaks societal rules and puts them all at risk. From their improbable alliance a remarkable sisterhood emerges, instilling all of them with the courage to transcend the lines that define them, and the realization that sometimes those lines are made to be crossed-even if it means bringing everyone in town face-to-face with the changing times. -- (C) DreamWorksmore "
813018,Final Destination 5,2011,33,WB,Horror,3155,1,42587643,18031396,"Emma Bell,Nicholas D'Agosto","David Koechner,Tony Todd",Craig Perry/John Rickard/Warren Zide,Steven Quale," In Final Destination 5, Death is just as omnipresent as ever, and is unleashed after one man's premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death's sinister agenda. -- (C) Warner Brosmore "
812613,30 Minutes or Less,2011,33,Sony,Comedy,2888,0,37053924,13330118,"Danny McBride,Jesse Eisenberg","Aziz Ansari,Fred Ward,Michael Pena,Nick Swardson",Ben Stiller,Ruben Fleischer," In the action-comedy 30 Minutes or Less, Nick (Jesse Eisenberg) is a small town pizza delivery guy whose mundane life collides with the big plans of two wanna-be criminal masterminds (Danny McBride and Nick Swardson). The volatile duo kidnaps Nick and forces him to rob a bank. With mere hours to pull off the impossible task, Nick enlists the help of his ex-best friend, Chet (Aziz Ansari). As the clock ticks, the two must deal with the police, hired assassins, flamethrowers, and their own tumultuous relationship. -- (C) Sonymore "
819199,Glee The 3D Concert Movie,2011,33,Fox,Documentary,2040,0,11862398,5961231,"Cory Monteith,Dianna Agron,Lea Michele",,Ryan Murphy/Jimmy Tsai/Dante Di Loreto,Kevin Tancharoen/Jennifer Arnold, The multi-generational phenomenon that has inspired millions to embrace their inner-Gleek will soon bring them together to experience Glee a whole new way. -- (C) Official Sitemore 
812163,Spy Kids: All the Time in the World,2011,34,Other,Family,3295,1,38538188,11644672,"Jessica Alba,Alexa Vega","Danny Trejo,Mason Cook,Joel McHale,Ricky Gervais,Jeremy Piven,Rowan Blanchard,Daryl Sabara",Robert Rodriguez,Robert Rodriguez," On the surface, Marissa Cortez Wilson (Jessica Alba) has it all...married to a famous spy hunting television reporter, a new baby and intelligent twin step kids. But in reality, trying to mother Rebecca (Rowan Blanchard) and Cecil (Mason Cook), who clearly don't want her around, is her toughest challenge yet. Also, her husband, Wilbur (Joel McHale), wouldn't know a spy if he lived with one which is exactly the case - Marissa's a retired secret agent. Marissa's world is turned upside down when the maniacal Timekeeper (Jeremy Piven) threatens to take over the planet and she's called back into action by the head of OSS, home of the greatest spies and where the now-defunct Spy Kids division was created. With a little help from a couple of very familiar Spy Kids, Carmen (Alexa Vega) and Juni Cortez (Daryl Sabara), they just may be able to save the world and possibly bring their family together while they're at it. -- (C) Weinsteinmore "
815377,Conan the Barbarian (2011),2011,34,Other,Action,3015,0,21295021,10021215,Jason Momoa,"Rose McGowan,Ron Perlman,Rachel Nichols,Stephen Lang",Randall Emmett/George Furla,Marcus Nispel," A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil. -- (C) Lionsgatemore "
813537,Fright Night (2011),2011,34,Disney,Horror,3114,0,18302607,7714388,"Anton Yelchin,Christopher Mintz-Plasse,Colin Farrell","Toni Collette,Dave Franco,Asim Ahmad,David Tennant",Alison Rosenzweig/Michael A. DeGaetano/Michael De Luca,Craig Gillespie," Senior Charlie Brewster (Anton Yelchin) finally has it all-he's running with the popular crowd and dating the hottest girl in high school. In fact, he's so cool he's even dissing his best friend Ed (Christopher Mintz-Plasse). But trouble arrives when an intriguing stranger Jerry (Colin Farrell) moves in next door. He seems like a great guy at first, but there's something not quite right-and everyone, including Charlie's mom (Toni Collette), doesn't notice. After witnessing some very unusual activity, Charlie comes to an unmistakable conclusion: Jerry is a vampire preying on his neighborhood. Unable to convince anyone that he's telling the truth, Charlie has to find a way to get rid of the monster himself in this revamp of the comedy-horror classic. -- (C) DreamWorksmore "
813712,One Day,2011,34,Universal,Drama,1719,0,13843771,5079566,"Anne Hathaway,Jim Sturgess","Romola Garai,Patricia Clarkson",Nina Jacobsen,Lone Scherfig," After one day together - July 15th, 1988, their college graduation - Emma Morley (Anne Hathaway) and Dexter Mayhew (Jim Sturgess) begin a friendship that will last a lifetime. She is a working-class girl of principle and ambition who dreams of making the world a better place. He is a wealthy charmer who dreams that the world will be his playground. For the next two decades, key moments of their relationship are experienced over several July 15ths in their lives. Together and apart, we see Dex and Em through their friendship and fights, hopes and missed opportunities, laughter and tears. Somewhere along their journey, these two people realize that what they are searching and hoping for has been there for them all along. As the true meaning of that one day back in 1988 is revealed, they come to terms with the nature of love and life itself. -- (C) Focus Featuresmore "
814898,Colombiana,2011,35,Sony,Action,2614,0,36665854,10408176,Zoe Saldana,Michael Vartan,Luc Besson,Olivier Megaton," In the action film Colombiana, Zoe Saldana plays Cataleya, a young woman who has grown up to be an assassin after witnessing the murder of her parents as a child. Turning herself into a professional killer and working for her uncle, she remains focused on her ultimate goal: to hunt down and get revenge on the mobster responsible for her parents' deaths. -- (C) Sony Picturesmore "
814438,Don't Be Afraid of the Dark,2011,35,Other,Horror,2760,0,24046682,8525728,"Guy Pearce,Katie Holmes",,Guillermo del Toro/Mark Johnson/Stephen Jones/Tom Williams,Troy Nixey," While architect Alex Hurst (Guy Pearce) and his new girlfriend Kim (Katie Holmes) restore their Gothic mansion's period interiors, Alex's young daughter Sally (Bailee Madison) can investigate the macabre history and dark corners of the estate. Spurring Sally's investigation are the voices-rasping whispers who call out to her from the basement, who promise her understanding and friendship, who are so very hungry and would like to be set free. When Sally gives in to her curiosity, she opens a gateway into a hellish underworld from which an army of beady-eyed, sharp-clawed monsters emerge, small in size but endless in number. Confronted with the horror that now threatens to taker her life and destroy her family, Sally desperately tries to warn the whole house, but there's just one problem: no one believes her. -- (C) Miramaxmore "
818489,Our Idiot Brother,2011,35,Other,Comedy,2555,0,24816118,7011631,"Elizabeth Banks,Paul Rudd","Rashida Jones,Emily Mortimer,Adam Scott,Steve Coogan,Hugh Dancy,Zooey Deschanel",Anthony Bregman/Pater Sraf/Marc Turtletaub,Jesse Peretz," Every family has one: the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz (Emily Mortimer), Miranda (Elizabeth Banks) and Natalie (Zooey Deschanel), that person is their perennially upbeat brother Ned (Paul Rudd), an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him; Ned isn't such an idiot after all. -- (C) Weinsteinmore "
814563,The Debt,2011,36,Universal,Suspense,1826,0,31177548,9909499,"Helen Mirren,Sam Worthington","Jesper Christensen,Tom Wilkinson,Marton Csokas,Ciaran Hinds,Jessica Chastain",Matthew Vaughn,John Madden," The espionage thriller begins in 1997, as shocking news reaches retired Mossad secret agents Rachel (Helen Mirren) and Stephan (Tom Wilkinson) about their former colleague David (CiarÃ¡n Hinds). All three have been venerated for decades by their country because of the mission that they undertook back in 1966, when the trio (portrayed, respectively, by Jessica Chastain, Marton Csokas, and Sam Worthington tracked down Nazi war criminal Vogel (Jesper Christensen) in East Berlin. At great risk, and at considerable personal cost, the team's mission was accomplished - or was it? The suspense builds in and across two different time periods, with startling action and surprising revelations. -- (C) Focusmore "
816231,Apollo 18,2011,36,Other,Horror,3328,0,17687709,8704271,"Lloyd Owen,Ryan Robbins,Warren Christie",,Timur Bekmambetov/Ron Schmidt,Gonzalo Lopez-Gallego," Officially, Apollo 17, launched December 17th, 1972 was the last manned mission to the moon. But a year later, in December of 1973, two American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon. -- (C) Official Sitemore "
816321,Shark Night 3D,2011,36,Other,Horror,2806,0,18877153,8404260,Sara Paxton,"Katherine McPhee,Donal Logue,Joel David Mooore,Alyssa Diaz",Chris Briggs/Mike Fleiss/Tawny Ellis/Kelly McCormick/Lynette Howell Taylor,David R. Ellis," Arriving by boat at her family's Louisiana lake island cabin, Sara (Sara Paxton) and her friends quickly strip down to their swimsuits for a weekend of fun in the sun. But when star football player Malik (Sinqua Walls) stumbles from the salt-water lake with his arm torn off, the party mood quickly evaporates. Assuming the injury was caused by a freak wake-boarding accident, the group realizes they have to get Malik to a hospital on the other side of the lake, and fast. But as they set out in a tiny speedboat, the college friends discover the lake has been stocked with hundreds of massive, flesh-eating sharks! As they face one grisly death after another, Sara and the others struggle desperately to fend off the sharks, get help and stay alive long enough to reach the safety of dry land. -- (C) Relativity Mediamore "
813021,Contagion,2011,37,WB,Suspense,3222,0,75658097,22403596,"Gwyneth Paltrow,Marion Cotillard,Matt Damon","Laurence Fishburne,Bryan Cranston,Sanaa Lathan,Kate Winslet,Jude Law",Gregory Jacobs/Michael Shamberg/Stacey Sher/Jeff Skoll/Steven Soderbergh,Steven Soderbergh," Contagion follows the rapid progress of a lethal airborne virus that kills within days. As the fast-moving epidemic grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. At the same time, ordinary people struggle to survive in a society coming apart. -- (C) Warner Bros.more "
811645,Warrior,2011,37,Other,Drama,1869,0,13657115,5242107,"Jennifer Morrison,Nick Nolte,Tom Hardy","Joel Edgerton,Frank Grillo",Josh Fagin/Jamie Marshall/Gavin O'Connor/Greg O'Connor/Anthony Tambakis,Gavin O'Connor," Haunted by a tragic past, ex-Marine Tommy Conlon (Hardy) returns home for the first time in fourteen years to enlist the help of his father (Nick Nolte) to train for SPARTA, the biggest winner-takes-all event in mixed martial arts history. A former wrestling prodigy, Tommy blazes a path toward the championship while his brother, Brendan (Edgerton), an ex-fighter-turned teacher, returns to the ring in a desperate bid to save his family from financial ruin. But when Brendan's unlikely, underdog rise sets him on a collision course with the unstoppable Tommy, the two brothers must finally confront each other and the forces that pulled them apart, facing off in the most soaring, soul stirring, and unforgettable climax that must be seen to be believed. -- (C) Lionsgatemore "
817763,The Lion King (in 3D),2011,38,Disney,Animation,,0,94242001,30151614,"Matthew Broderick,Niketa Calame","Rowan Atkinson,Jeremy Irons,James Earl Jones,Nathan Lane",Don Hahn,Rob Minkoff/Roger Allers," One of the most popular Disney animated musicals, The Lion King presents the story of a lion cub's journey to adulthood and acceptance of his royal destiny. Simba (voiced first by Jonathan Taylor Thomas, then by Matthew Broderick) begins life as an honored prince, the son of the powerful King Mufasa (voiced by James Earl Jones). The cub's happy childhood turns tragic when his evil uncle, Scar (voiced by Jeremy Irons), murders Mufasa and drives Simba away from the kingdom. In exile, the young lion befriends the comically bumbling pair of Pumbaa the warthog (voiced by Ernie Sabella) and Timon the meerkat (voiced by Nathan Lane), he and lives a carefree jungle life. As he approaches adulthood, however, he is visited by the spirit of his father, who instructs him to defeat the nefarious Scar and reclaim his rightful throne. Borrowing elements from Hamlet, classical mythology, and African folk tales, The Lion King tells its mythic coming-of-age tale with a combination of spectacular visuals and lively music, featuring light, rhythmic songs by Elton John and Tim Rice, and a score by Hans Zimmer. Embraced by children and adults alike, the film also spawned hit songs (""Can You Feel the Love Tonight,"" ""The Circle of Life"") and a hit Broadway musical. In late 2002, The Lion King was re-released in the large-screen IMAX format. ~ Judd Blaise, Rovimore "
816933,Drive (2011),2011,38,Other,Drama,2886,0,35060689,11340461,"Carey Mulligan,Ryan Gosling","Joe Pinque,Oscar Isaac,Albert Brooks,Ron Perlman,Bryan Cranston,Christina Hendricks",Adam Siegel/Gigi Pritzker/John Palermo/Marc Platt/Michel Litvak,Nicolas Winding Refn," Ryan Gosling stars as a Los Angeles wheelman for hire, stunt driving for movie productions by day and steering getaway vehicles for armed heists by night. Though a loner by nature, Driver can't help falling in love with his beautiful neighbor Irene (Carey Mulligan), a vulnerable young mother dragged into a dangerous underworld by the return of her ex-convict husband Standard (Oscar Isaac). After a heist intended to pay off Standard's protection money spins unpredictably out of control, Driver finds himself driving defense for the girl he loves, tailgated by a syndicate of deadly serious criminals. But when he realizes that the gangsters are after more than the bag of cash in his trunk-that they're coming straight for Irene and her son-Driver is forced to shift gears and go on offense. -- (C) FilmDistrictmore "
809298,Straw Dogs (2011),2011,38,Sony,Suspense,2408,0,10324441,5123760,"Alexander Skarsgard,James Marsden,Kate Bosworth","James Woods,Laz Alonso,Dominic Purcell",Marc Frydman,Rod Lurie," David and Amy Sumner (James Marsden and Kate Bosworth), a Hollywood screenwriter and his actress wife, return to her small hometown in the deep South to prepare the family home for sale after her father's death. Once there, tensions build in their marriage and old conflicts re-emerge with the locals, including Amy's ex-boyfriend Charlie (Alexander Skarsgard), leading to a violent confrontation. -- (C) Sony Picturesmore "
818488,I Don't Know How She Does It,2011,38,Other,Comedy,2476,0,9662284,4402201,"Greg Kinnear,Sarah Jessica Parker","Kelsey Grammer,Christina Hendricks,Seth Meyers,Pierce Brosnan",Donna Gigliotti,Douglas McGrath," Sarah Jessica Parker, Greg Kinnear, Pierce Brosnan, Olivia Munn and Christina Hendricks star in I Don't Know How She Does It, a comedy from director Douglas McGrath (Emma, Infamous) and producer Donna Gigliotti (The Reader, Let Me In). Based on the critically acclaimed bestseller by Allison Pearson, I Don't Know How She Does It follows a Boston-based working mother trying desperately to juggle marriage, children, and a high-stress job. -- (C) Weinsteinmore "
816506,Moneyball,2011,39,Sony,Drama,2993,0,75605492,19501302,"Brad Pitt,Jonah Hill,Robin Wright","Stephen Bishop,Philip Seymour Hoffman,Chris Pratt,Ken Medlock,Brent Jennings,Tammy Blanchard",Michael De Luca/Rachael Horovitz/Scott Rudin,Bennett Miller," Based on a true story, Moneyball is a movie for anybody who has ever dreamed of taking on the system. Brad Pitt stars as Billy Beane, the general manager of the Oakland A's and the guy who assembles the team, who has an epiphany: all of baseball's conventional wisdom is wrong. Forced to reinvent his team on a tight budget, Beane will have to outsmart the richer clubs. The onetime jock teams with Ivy League grad Peter Brand (Jonah Hill) in an unlikely partnership, recruiting bargain players that the scouts call flawed, but all of whom have an ability to get on base, score runs, and win games. It's more than baseball, it's a revolution - one that challenges old school traditions and puts Beane in the crosshairs of those who say he's tearing out the heart and soul of the game. -- (C) Sony Picturesmore "
814951,Dolphin Tale,2011,39,WB,Drama,3507,0,72286779,19152401,"Ashley Judd,Harry Connick Jr,Morgan Freeman","Kris Kristofferson,Nathan Gamble",Andrew A. Kosove/Broderick Johnson/Richard Ingber,Charles Martin Smith," Dolphin Tale is inspired by the amazing true story of a brave dolphin and the compassionate strangers who banded together to save her life. Swimming free, a young dolphin is caught in a crab trap, severely damaging her tail. She is rescued and transported to the Clearwater Marine Hospital, where she is named Winter. But her fight for survival has just begun. Without a tail, Winter's prognosis is dire. It will take the expertise of a dedicated marine biologist, the ingenuity of a brilliant prosthetics doctor, and the unwavering devotion of a young boy to bring about a groundbreaking miracle-a miracle that might not only save Winter but could also help scores of people around the world. -- (C) Warner Brosmore "
815435,Abduction,2011,39,Other,Action,3118,0,28087155,10925253,"Lily Collins,Taylor Lautner","Jason Isaacs,Maria Bello,Sigourney Weaver,Michael Nyqvist,Alfred Molina",Patrick Crowley/Doug Davison/Roy Lee,John Singleton," For as long as he can remember, Nathan Harper (Taylor Lautner) has had the uneasy feeling that he's living someone else's life. When he stumbles upon an image of himself as a little boy on a missing persons website, all of Nathan's darkest fears come true: he realizes his parents are not his own and his life is a lie, carefully fabricated to hide something more mysterious and dangerous than he could have ever imagined. Just as he begins to piece together his true identity, Nathan is targeted by a team of trained killers, forcing him on the run with the only person he can trust, his neighbor, Karen (Lily Collins). Every second counts as Nathan and Karen race to evade an army of assassins and federal operatives. But as his opponents close in, Nathan realizes that the only way he'll survive and solve the mystery of his elusive biological father is to stop running and take matters into his own hands. -- (C) Lionsgatemore "
819692,Killer Elite,2011,39,Other,Action,2986,0,25124966,9352008,"Clive Owen,Jason Statham,Robert De Niro","Yvonne Strahovski,Dominic Purcell",Michael Boughen/Sigurjon Sighvatsson/Steve Chasman/Tony Winley,Gary McKendry," A match-up made in tough-guy heaven -- Jason Statham, Clive Owen and Robert De Niro star in Killer Elite. Based on a shocking true story, Killer Elite pits two of the world's most elite operatives - Danny, an ex-special ops agent (Jason Statham) and Hunter, his longtime mentor (Robert De Niro) - against the cunning leader of a secret military society (Clive Owen). Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse - where the predators become the prey. -- (C) Open Road Filmsmore "
815241,Courageous,2011,40,Sony,Drama,1161,0,34522221,9112839,Alex Kendrick,Kevin Downes,Stephen Kendrick,Alex Kendrick," Four men, one calling: To serve and protect. As law enforcement officers, Adam Mitchell, Nathan Hayes, David Thomson, and Shane Fuller are confident and focused. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God ... and to their children? Protecting the streets is second nature to these men. Raising their children in a God-honoring way? That's courageous. -- (C) Official Sitemore "
817917,50/50,2011,40,Other,Comedy,2458,0,35014192,8644095,"Joseph Gordon-Levitt,Seth Rogen","Bryce Dallas Howard,Serge Houde,Anjelica Huston,Andrew Airlie,Anna Kendrick,Matt Frewer",Ben Karlin/Evan Goldberg/Seth Rogen,Jonathan Levine," Inspired by a true story, 50/50 is an original story about friendship, love, survival and finding humor in unlikely places. Joseph Gordon-Levitt and Seth Rogen star as best friends whose lives are changed by a cancer diagnosis in this new comedy directed by Jonathan Levine from a script by Will Reiser. 50/50 is the story of a guy's transformative and, yes, sometimes funny journey to health - drawing its emotional core from Will Reiser's own experience with cancer and reminding us that friendship and love, no matter what bizarre turns they take, are the greatest healers. -- (C) Summit Entertainmentmore "
814029,Dream House,2011,40,Universal,Suspense,2661,0,21302340,8129355,"Daniel Craig,Naomi Watts,Rachel Weisz",Marton Csokas,Mike Drake/Ehren Kruger/James G. Robinson,Jim Sheridan," Successful publisher Will Atenton (Daniel Craig) quit a job in New York City to relocate his wife, Libby (Rachel Weisz), and two girls to a quaint New England town. But as they settle into their new life, they discover their perfect home was the murder scene of a mother and her children. And the entire city believes it was at the hands of the husband who survived. When Will investigates the tragedy, his only lead comes from Ann Paterson (Naomi Watts), a neighbor who was close to the family that died. As Will and Ann piece together the disturbing puzzle, they discover that the story of the last man to leave Will's dream house will be just as horrifying to the one who came next. -- (C) Universal Picturesmore "
814514,What's Your Number?,2011,40,Fox,Comedy,3002,0,14011084,5421669,"Anna Faris,Chris Evans","Blythe Danner,Andy Samberg,Chris Pratt,Martin Freeman,Ari Graynor,Anthony Mackie",Anna Faris/Beau Flynn/Arnon Milchan/ Tripp Vinson,Mark Mylod," Anna Faris is Ally Darling, who after reading a magazine article that leads her to believe she's going to be forever alone, begins a wild search for the best ""ex"" of her life. -- (C) Official Sitemore "
811688,Real Steel,2011,41,Disney,Action,3440,0,85468508,27319677,"Evangeline Lilly,Hugh Jackman,Kevin Durand","Phil LaMarr,Dakota Goyo,Hope Davis,Anthony Mackie",Don Murphy/Robert Zemeckis/Shawn Levy/Susan Montford,Shawn Levy," A gritty, white-knuckle, action ride set in the near-future where the sport of boxing has gone high-tech, Real Steel stars Hugh Jackman as Charlie Kenton, a washed-up fighter who lost his chance at a title when 2000-pound, 8-foot-tall steel robots took over the ring. Now nothing but a small-time promoter, Charlie earns just enough money piecing together low-end bots from scrap metal to get from one underground boxing venue to the next. When Charlie hits rock bottom, he reluctantly teams up with his estranged son Max (Dakota Goyo) to build and train a championship contender. As the stakes in the brutal, no-holds-barred arena are raised, Charlie and Max, against all odds, get one last shot at a comeback. -- (C) Dreamworksmore "
818133,The Ides of March,2011,41,Sony,Drama,2199,0,40962534,10470143,"George Clooney,Ryan Gosling","Philip Seymour Hoffman,Max Minghella,Maris Tomei,Jeffrey Wright,Evan Rachel Wood,Paul Giamatti",George Clooney/Leonardo DiCaprio/Grant Heslov,George Clooney," The Ides of March takes place during the frantic last days before a heavily contested Ohio presidential primary, when an up-and-coming campaign press secretary (Ryan Gosling) finds himself involved in a political scandal that threatens to upend his candidate's shot at the presidency. -- (C) Sony Picturesmore "
810637,Footloose (2011),2011,42,Paramount,Drama,3549,0,51802742,15556113,"Dennis Quaid,Julianne Hough,Kenny Wormald","Patrick John Flueger,Miles Teller,Ser'Darius William Blain,Ziah Colon,Ray McKinnon,Mary-Charles Jones",Craig Zadan/Dylan Sellers/Neil Meron,Craig Brewer," Writer/Director Craig Brewer (Hustle & Flow) delivers a new take of the beloved 1984 classic film. Ren MacCormack (Kenny Wormald) is transplanted from Boston to the small southern town of Bomont where he experiences a heavy dose of culture shock. A few years prior, the community was rocked by a tragic accident that killed five teenagers after a night out and Bomont's local councilmen and the beloved Reverend Shaw Moore (Dennis Quaid) responded by implementing ordinances that prohibit loud music and dancing. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister's troubled daughter Ariel (Julianne Hough) in the process. -- (C) Paramountmore "
814165,The Thing (2011),2011,42,Universal,Horror,2996,0,16928670,8493665,"Eric Christian Olsen,Joel Edgerton,Mary Elizabeth Winstead","Ulrich Thomsen,Adewale Akinnuoye-Agbaje,Jonathan Walker,Stig Henrik Hoff,Kim Bubbs",Eric Newman/Marc Abraham,Matthijs van Heijningen Jr.," Paleontologist Kate Lloyd (Mary Elizabeth Winstead) has traveled to the desolate region for the expedition of her lifetime. Joining a Norwegian scientific team that has stumbled across an extraterrestrial ship buried in the ice, she discovers an organism that seems to have died in the crash eons ago. But it is about to wake up. When a simple experiment frees the alien from its frozen prison, Kate must join the crew's pilot, Carter (Joel Edgerton), to keep it from killing them off one at a time. And in this vast, intense land, a parasite that can mimic anything it touches will pit human against human as it tries to survive and flourish. The Thing serves as a prelude to John Carpenter's classic 1982 film of the same name. -- (C) Universalmore "
